jsoup-1_3_4-1,org.jsoup.nodes.Node,175
jsoup-1_3_4-2,org.jsoup.nodes.Entities,66
jsoup-1_4_2-1,org.jsoup.nodes.Entities,76
jsoup-1_4_2-2,org.jsoup.select.Selector,139
jsoup-1_5_2-1,org.jsoup.nodes.Element,762
jsoup-1_5_2-2,org.jsoup.nodes.Element,960
jsoup-1_5_2-3,org.jsoup.nodes.Element,732
jsoup-1_5_2-4,org.jsoup.parser.Tag,309
jsoup-1_5_2-5,org.jsoup.select.CombiningEvaluator$Or,57
jsoup-1_5_3,org.jsoup.nodes.Node,73
jsoup-1_6_1-1,org.jsoup.parser.CharacterReader,19
jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState,1451
jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$7,250
jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$10,907
jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$16,1211
jsoup-1_6_1-3,org.jsoup.nodes.DocumentType,35
jsoup-1_6_1-4,org.jsoup.parser.CharacterReader,32
jsoup-1_6_1-5,org.jsoup.parser.TreeBuilderState$7,283
jsoup-1_6_1-6,org.jsoup.parser.CharacterReader,99
jsoup-1_6_3-1,org.jsoup.safety.Whitelist,334
jsoup-1_6_3-2,org.jsoup.parser.TokeniserState$27,558
jsoup-1_6_3-3,org.jsoup.parser.Tokeniser,135
jsoup-1_6_4-1,org.jsoup.helper.StringUtil,113
jsoup-1_6_4-2,org.jsoup.helper.DataUtil,131
jsoup-1_7_2-1,org.jsoup.parser.HtmlTreeBuilder,148
jsoup-1_7_2-2,org.jsoup.nodes.Element,1138
jsoup-1_7_3-1,org.jsoup.parser.HtmlTreeBuilder,163
jsoup-1_7_3-2,org.jsoup.parser.HtmlTreeBuilderState$7,725
jsoup-1_7_3-3,org.jsoup.parser.CharacterReader,89
jsoup-1_7_4-1,org.jsoup.safety.Cleaner$CleaningVisitor,105
jsoup-1_7_4-2,org.jsoup.helper.DataUtil,121
jsoup-1_7_4-3,org.jsoup.parser.HtmlTreeBuilderState$7,456
jsoup-1_7_4-4,org.jsoup.nodes.Element,1101
jsoup-1_8_2-1,org.jsoup.nodes.FormElement,99
jsoup-1_8_2-2,org.jsoup.nodes.Element,574
jsoup-1_8_3-1,org.jsoup.nodes.Entities,118
jsoup-1_8_3-2,org.jsoup.nodes.Entities,118
jsoup-1_8_3-2,org.jsoup.nodes.Entities,122		
jsoup-1_8_3-3,org.jsoup.parser.HtmlTreeBuilder,394
jsoup-1_8_4-1,org.jsoup.select.StructuralEvaluator$Parent,61
jsoup-1_8_4-2,org.jsoup.select.Selector,132
jsoup-1_8_4-3,org.jsoup.helper.HttpConnection$Response,773
