#
#
#
# Ant
#
ant-1_3_b3_CLJ_DH_1,org.apache.tools.ant.types.CommandlineJava, 176
ant-1_3_b3_PJH_AK_1,org.apache.tools.ant.ProjectHelper,114
ant-1_4_1_TG_HD_1,org.apache.tools.ant.Target,88
ant-1_4_1_TG_HD_2,org.apache.tools.ant.Target,113
ant-1_4_CDJ_AK_1,org.apache.tools.ant.types.CommandlineJava,287
ant-1_4_PH_HD_1,org.apache.tools.ant.ProjectHelper$TargetHandler,436
ant-1_5_2_MNT_AK_1,org.apache.tools.ant.taskdefs.ManifestTask,263
ant-1_5_2_MST_AK_1,org.apache.tools.ant.taskdefs.Manifest,743
ant-1_5_2_PJ_HD_2,org.apache.tools.ant.Project,241
ant-1_5_3_MT_HD_1,org.apache.tools.ant.taskdefs.ManifestTask,193
ant-1_5_DEW_AK_1,org.apache.tools.ant.util.DOMElementWriter,313
#ant-1_5_DEW_AK_1,org.apache.tools.ant.util.DOMElementWriter,319
ant-1_5_EA_HD_1,org.apache.tools.ant.types.EnumeratedAttribute,101
ant-1_5_FLU_AK_1,org.apache.tools.ant.util.FileUtils,773
ant-1_5_SFS_HD_1,org.apache.tools.ant.util.SourceFileScanner,130
#
#
#
# JFreeChart
#
chart_1_buggy,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,1797
chart_2_buggy,org.jfree.data.general.DatasetUtilities,755
##chart_2_buggy,org.jfree.data.general.DatasetUtilities,1242
chart_3_buggy,org.jfree.data.time.TimeSeries,1056
chart_4_buggy,org.jfree.chart.plot.XYPlot,4493
chart_5_buggy,org.jfree.data.xy.XYSeries,544
chart_6_buggy,org.jfree.chart.util.ShapeList,105
chart_7_buggy,org.jfree.data.time.TimePeriodValues,300
chart_8_buggy,org.jfree.data.time.Week,175
chart_9_buggy,org.jfree.data.time.TimeSeries,944
#chart_10_buggy,org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,83
#chart_10_buggy,org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,59
chart_10_buggy,org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,58
chart_11_buggy,org.jfree.chart.util.ShapeUtilities,275
#chart_11_buggy,org.jfree.chart.util.SerialUtilities,326
chart_12_buggy,org.jfree.chart.plot.MultiplePiePlot,145
chart_13_buggy,org.jfree.chart.block.BorderArrangement,493
chart_14_buggy,org.jfree.chart.plot.CategoryPlot,2166
#chart_14_buggy,org.jfree.chart.plot.CategoryPlot,2449
#chart_14_buggy,org.jfree.chart.plot.XYPlot,2293
#chart_14_buggy,org.jfree.chart.plot.XYPlot,2530
#chart_15_buggy,org.jfree.chart.plot.PiePlot,1378
chart_15_buggy,org.jfree.chart.plot.PiePlot,2051
chart_16_buggy,org.jfree.data.category.DefaultIntervalCategoryDataset,207
#chart_16_buggy,org.jfree.data.category.DefaultIntervalCategoryDataset,338
chart_17_buggy,org.jfree.data.time.TimeSeries,857
chart_18_buggy,org.jfree.data.DefaultKeyedValues,318
#chart_18_buggy,org.jfree.data.DefaultKeyedValues,335
#chart_18_buggy,org.jfree.data.DefaultKeyedValues2D,455
#chart_18_buggy,org.jfree.data.DefaultKeyedValues2D,458
#chart_19_buggy,org.jfree.chart.plot.CategoryPlot,698
chart_19_buggy,org.jfree.chart.plot.CategoryPlot,976
chart_20_buggy,org.jfree.chart.plot.ValueMarker,95
chart_21_buggy,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,152
##chart_21_buggy,org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,740
chart_22_buggy,org.jfree.data.KeyedObjects2D,231
##chart_22_buggy,org.jfree.data.KeyedObjects2D,345
##chart_22_buggy,org.jfree.data.KeyedObjects2D,375
chart_23_buggy,org.jfree.chart.renderer.category.MinMaxCategoryRenderer,0
chart_24_buggy,org.jfree.chart.renderer.GrayPaintScale,126
chart_25_buggy,org.jfree.chart.renderer.category.StatisticalBarRenderer,258
#chart_25_buggy,org.jfree.chart.renderer.category.StatisticalBarRenderer,315
#chart_25_buggy,org.jfree.chart.renderer.category.StatisticalBarRenderer,402
#chart_25_buggy,org.jfree.chart.renderer.category.StatisticalBarRenderer,459
chart_26_buggy,org.jfree.chart.axis.Axis,1192
#
#
#
# JSoup
#
jsoup-1_3_4-1,org.jsoup.nodes.Node,175
jsoup-1_3_4-2,org.jsoup.nodes.Entities,66
jsoup-1_4_2-1,org.jsoup.nodes.Entities,76
jsoup-1_4_2-2,org.jsoup.select.Selector,139
jsoup-1_5_2-1,org.jsoup.nodes.Element,762
jsoup-1_5_2-2,org.jsoup.nodes.Element,960
jsoup-1_5_2-3,org.jsoup.nodes.Element,732
jsoup-1_5_2-4,org.jsoup.parser.Tag,309
jsoup-1_5_2-5,org.jsoup.select.CombiningEvaluator$Or,57
jsoup-1_5_3,org.jsoup.nodes.Node,73
jsoup-1_6_1-1,org.jsoup.parser.CharacterReader,19
#jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState,1451
jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$7,250
#jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$10,907
#jsoup-1_6_1-2,org.jsoup.parser.TreeBuilderState$16,1211
jsoup-1_6_1-3,org.jsoup.nodes.DocumentType,35
jsoup-1_6_1-4,org.jsoup.parser.CharacterReader,32
jsoup-1_6_1-5,org.jsoup.parser.TreeBuilderState$7,283
jsoup-1_6_1-6,org.jsoup.parser.CharacterReader,99
jsoup-1_6_3-1,org.jsoup.safety.Whitelist,334
jsoup-1_6_3-2,org.jsoup.parser.TokeniserState$27,558
jsoup-1_6_3-3,org.jsoup.parser.Tokeniser,135
jsoup-1_6_4-1,org.jsoup.helper.StringUtil,113
jsoup-1_6_4-2,org.jsoup.helper.DataUtil,131
jsoup-1_7_2-1,org.jsoup.parser.HtmlTreeBuilder,148
jsoup-1_7_2-2,org.jsoup.nodes.Element,1138
jsoup-1_7_3-1,org.jsoup.parser.HtmlTreeBuilder,163
jsoup-1_7_3-2,org.jsoup.parser.HtmlTreeBuilderState$7,725
jsoup-1_7_3-3,org.jsoup.parser.CharacterReader,89
jsoup-1_7_4-1,org.jsoup.safety.Cleaner$CleaningVisitor,105
jsoup-1_7_4-2,org.jsoup.helper.DataUtil,121
jsoup-1_7_4-3,org.jsoup.parser.HtmlTreeBuilderState$7,456
jsoup-1_7_4-4,org.jsoup.nodes.Element,1101
jsoup-1_8_2-1,org.jsoup.nodes.FormElement,99
jsoup-1_8_2-2,org.jsoup.nodes.Element,574
jsoup-1_8_3-1,org.jsoup.nodes.Entities,118
jsoup-1_8_3-2,org.jsoup.nodes.Entities,118
#jsoup-1_8_3-2,org.jsoup.nodes.Entities,122		
jsoup-1_8_3-3,org.jsoup.parser.HtmlTreeBuilder,394
jsoup-1_8_4-1,org.jsoup.select.StructuralEvaluator$Parent,61
jsoup-1_8_4-2,org.jsoup.select.Selector,132
jsoup-1_8_4-3,org.jsoup.helper.HttpConnection$Response,773
#
#
#
# Joda-Time
#
time_1_buggy,org.joda.time.field.UnsupportedDurationField,227
#time_1_buggy,org.joda.time.Partial,217
time_2_buggy,org.joda.time.field.UnsupportedDurationField,227
#time_2_buggy,org.joda.time.Partial,218
#time_3_buggy,org.joda.time.MutableDateTime,639
#time_3_buggy,org.joda.time.MutableDateTime,660
#time_3_buggy,org.joda.time.MutableDateTime,681
#time_3_buggy,org.joda.time.MutableDateTime,702
#time_3_buggy,org.joda.time.MutableDateTime,723
#time_3_buggy,org.joda.time.MutableDateTime,764
time_3_buggy,org.joda.time.MutableDateTime,785
#time_3_buggy,org.joda.time.MutableDateTime,816
#time_3_buggy,org.joda.time.MutableDateTime,847
#time_3_buggy,org.joda.time.MutableDateTime,880
time_4_buggy,org.joda.time.Partial,464
time_5_buggy,org.joda.time.Period,1628
#time_6_buggy,org.joda.time.chrono.GJChronology,195
time_6_buggy,org.joda.time.chrono.GJChronology$ImpreciseCutoverField,978
